job_id,job_title,company_name,industry,location,employment_type,experience_level,salary_min_usd,salary_max_usd,required_skills,languages_required,degree_required,posted_date,is_active,description
JOB00444,Housekeeper,Cambodia Angkor Air,Hospitality/Tourism,Prey Veng,Internship,Senior,1068,4820,"Communication, Accounting, Video Editing, SQL, Digital Marketing, Photography","Khmer, English, Chinese",PhD,2025-08-29,True,We are seeking a talented Housekeeper to join Cambodia Angkor Air. This position offers competitive salary and benefits in Hospitality/Tourism.
JOB00445,Project Coordinator,Oxfam Cambodia,NGO/Non-Profit,Kampong Chhnang,Internship,Executive,2823,7058,"JavaScript, Accounting, French, Communication",English,Bachelor,2025-08-12,False,We are seeking a talented Project Coordinator to join Oxfam Cambodia. This position offers competitive salary and benefits in NGO/Non-Profit.
JOB00446,Video Editor,TV3 Cambodia,Media/Advertising,Kampong Thom,Internship,Entry Level,283,705,"Problem Solving, Excel, Data Analysis, Driving License",English,Bachelor,2025-08-21,True,We are seeking a talented Video Editor to join TV3 Cambodia. This position offers competitive salary and benefits in Media/Advertising.
JOB00447,Construction Worker,Thai Boon Roong,Construction,Sihanoukville,Contract,Senior,1843,3675,"Video Editing, Problem Solving, Node.js, Excel","Khmer, English",High School,2025-11-08,True,We are seeking a talented Construction Worker to join Thai Boon Roong. This position offers competitive salary and benefits in Construction.
JOB00448,Academic Coordinator,Zaman University,Education,Battambang,Part-time,Executive,2864,5303,"Microsoft Office, JavaScript, Leadership, Time Management, Accounting",Khmer,None,2025-10-08,True,We are seeking a talented Academic Coordinator to join Zaman University. This position offers competitive salary and benefits in Education.
JOB00449,System Administrator,Cellcard,IT/Software,Takeo,Contract,Senior,1887,2760,"Video Editing, Microsoft Office, Problem Solving",Khmer,PhD,2025-09-06,False,We are seeking a talented System Administrator to join Cellcard. This position offers competitive salary and benefits in IT/Software.
JOB00450,Restaurant Manager,Siem Reap Taxi Service,Hospitality/Tourism,Battambang,Full-time,Senior,1508,2869,"SEO, Adobe Illustrator, Problem Solving, Driving License, Communication","Khmer, English",High School,2025-11-17,True,We are seeking a talented Restaurant Manager to join Siem Reap Taxi Service. This position offers competitive salary and benefits in Hospitality/Tourism.
JOB00451,Visual Merchandiser,Lucky Supermarket,Retail,Phnom Penh,Internship,Senior,1883,4914,"Node.js, Digital Marketing, Driving License, Chinese, Problem Solving","Khmer, English, Chinese",Diploma,2025-10-24,True,We are seeking a talented Visual Merchandiser to join Lucky Supermarket. This position offers competitive salary and benefits in Retail.
JOB00452,Fleet Coordinator,Sorya Transport,Transportation,Phnom Penh,Full-time,Entry Level,315,1120,"Leadership, Adobe Illustrator, Data Analysis, Adobe Photoshop",Khmer,PhD,2025-08-21,True,We are seeking a talented Fleet Coordinator to join Sorya Transport. This position offers competitive salary and benefits in Transportation.
JOB00453,Agricultural Technician,Mong Reththy Group,Agriculture,Kampong Cham,Contract,Entry Level,382,902,"Problem Solving, Data Analysis, Communication","Khmer, English",Master,2025-09-20,True,We are seeking a talented Agricultural Technician to join Mong Reththy Group. This position offers competitive salary and benefits in Agriculture.
JOB00454,Marketing Manager,Sabay Digital,Media/Advertising,Siem Reap,Internship,Executive,2069,7244,"Photography, Khmer, French, PowerPoint, Social Media, Communication",Khmer,Diploma,2025-09-11,True,We are seeking a talented Marketing Manager to join Sabay Digital. This position offers competitive salary and benefits in Media/Advertising.
JOB00455,Pharmacist,Calmette Hospital,Healthcare,Kampong Thom,Internship,Executive,3233,9486,"Java, Accounting, English","Khmer, English",High School,2025-10-19,True,We are seeking a talented Pharmacist to join Calmette Hospital. This position offers competitive salary and benefits in Healthcare.
JOB00456,Architect,CITIC Construction,Construction,Battambang,Part-time,Entry Level,178,661,"Digital Marketing, Teamwork, Problem Solving, Driving License, Adobe Photoshop, PHP","Khmer, English, Chinese",Diploma,2025-09-13,False,We are seeking a talented Architect to join CITIC Construction. This position offers competitive salary and benefits in Construction.
JOB00457,Field Supervisor,Cambodia Rice Federation,Agriculture,Kampong Thom,Part-time,Mid Level,486,2048,"Adobe Illustrator, Chinese, Photography, English, Project Management, Node.js",Khmer,High School,2025-08-13,False,We are seeking a talented Field Supervisor to join Cambodia Rice Federation. This position offers competitive salary and benefits in Agriculture.
JOB00458,Quantity Surveyor,CPP Construction,Construction,Battambang,Contract,Mid Level,491,2147,"Java, Video Editing, Driving License, Leadership","Khmer, English",High School,2025-10-23,True,We are seeking a talented Quantity Surveyor to join CPP Construction. This position offers competitive salary and benefits in Construction.
JOB00459,Real Estate Agent,Chip Mong Land,Real Estate,Siem Reap,Part-time,Executive,2929,9048,"Customer Service, Time Management, Project Management, French",English,Diploma,2025-10-15,True,We are seeking a talented Real Estate Agent to join Chip Mong Land. This position offers competitive salary and benefits in Real Estate.
JOB00460,Sales Consultant,Borey Peng Huoth,Real Estate,Takeo,Part-time,Mid Level,828,1569,"Project Management, Leadership, Problem Solving","Khmer, English, French",Master,2025-08-15,True,We are seeking a talented Sales Consultant to join Borey Peng Huoth. This position offers competitive salary and benefits in Real Estate.
JOB00461,Delivery Driver,Cambodia Post E-commerce,E-commerce,Kampong Speu,Part-time,Executive,2175,5084,"Video Editing, Communication, Adobe Illustrator, Driving License, Leadership",Khmer,High School,2025-09-29,True,We are seeking a talented Delivery Driver to join Cambodia Post E-commerce. This position offers competitive salary and benefits in E-commerce.
JOB00462,Data Analyst,Cambodian Tech Solutions,IT/Software,Kampong Chhnang,Full-time,Executive,2725,9967,"Leadership, Adobe Illustrator, Data Analysis",English,None,2025-10-23,True,We are seeking a talented Data Analyst to join Cambodian Tech Solutions. This position offers competitive salary and benefits in IT/Software.
JOB00463,Medical Assistant,Khmer-Soviet Friendship Hospital,Healthcare,Prey Veng,Internship,Mid Level,666,1547,"Khmer, Microsoft Office, HTML/CSS, Digital Marketing, Driving License","Khmer, English",Bachelor,2025-11-25,True,We are seeking a talented Medical Assistant to join Khmer-Soviet Friendship Hospital. This position offers competitive salary and benefits in Healthcare.
JOB00464,DevOps Engineer,Metfone,IT/Software,Takeo,Contract,Senior,1765,3976,"Leadership, Digital Marketing, Driving License, PowerPoint, French","Khmer, English",PhD,2025-08-22,True,We are seeking a talented DevOps Engineer to join Metfone. This position offers competitive salary and benefits in IT/Software.
JOB00465,Mobile App Developer,Wing (Cambodia) Limited Specialised Bank,IT/Software,Phnom Penh,Internship,Entry Level,208,687,"PowerPoint, Khmer, Driving License, Node.js, French",Khmer,Master,2025-10-25,False,We are seeking a talented Mobile App Developer to join Wing (Cambodia) Limited Specialised Bank. This position offers competitive salary and benefits in IT/Software.
JOB00466,School Administrator,Zaman University,Education,Siem Reap,Contract,Entry Level,366,651,"Communication, Project Management, Accounting","Khmer, English",None,2025-10-05,True,We are seeking a talented School Administrator to join Zaman University. This position offers competitive salary and benefits in Education.
JOB00467,Marketing Coordinator,Urban Living Solutions,Real Estate,Prey Veng,Part-time,Mid Level,997,1208,"PHP, Node.js, Adobe Illustrator, Problem Solving, SEO, Java","Khmer, English, Chinese",High School,2025-11-03,True,We are seeking a talented Marketing Coordinator to join Urban Living Solutions. This position offers competitive salary and benefits in Real Estate.
JOB00468,Field Officer,Oxfam Cambodia,NGO/Non-Profit,Sihanoukville,Full-time,Entry Level,364,831,"Khmer, Chinese, Time Management","Khmer, English, French",None,2025-12-09,True,We are seeking a talented Field Officer to join Oxfam Cambodia. This position offers competitive salary and benefits in NGO/Non-Profit.
JOB00469,DevOps Engineer,Bongloy,IT/Software,Sihanoukville,Part-time,Senior,1970,4831,"Project Management, Digital Marketing, Java",Khmer,PhD,2025-09-23,True,We are seeking a talented DevOps Engineer to join Bongloy. This position offers competitive salary and benefits in IT/Software.
JOB00470,Bartender,Osmose Cambodia,Hospitality/Tourism,Siem Reap,Full-time,Mid Level,645,2016,"PowerPoint, Adobe Illustrator, Video Editing, Project Management","Khmer, English",High School,2025-11-01,True,We are seeking a talented Bartender to join Osmose Cambodia. This position offers competitive salary and benefits in Hospitality/Tourism.
JOB00471,Marketing Manager,Bayon TV,Media/Advertising,Sihanoukville,Contract,Senior,1925,4971,"Adobe Photoshop, Customer Service, French",English,Master,2025-10-10,True,We are seeking a talented Marketing Manager to join Bayon TV. This position offers competitive salary and benefits in Media/Advertising.
JOB00472,Leasing Officer,Vattanac Properties,Real Estate,Kampong Thom,Part-time,Entry Level,343,932,"Driving License, SQL, JavaScript, Leadership, PowerPoint, Teamwork","Khmer, English",None,2025-09-13,True,We are seeking a talented Leasing Officer to join Vattanac Properties. This position offers competitive salary and benefits in Real Estate.
JOB00473,Librarian,Western International School,Education,Takeo,Full-time,Entry Level,224,979,"Data Analysis, PHP, Chinese, SEO, Excel, Photography","Khmer, English",PhD,2025-10-16,True,We are seeking a talented Librarian to join Western International School. This position offers competitive salary and benefits in Education.
JOB00474,Marketing Coordinator,Chip Mong Land,Real Estate,Prey Veng,Full-time,Entry Level,384,546,"Photography, Java, Teamwork, SEO, Adobe Photoshop, Project Management","Khmer, English, Chinese",Bachelor,2025-11-07,False,We are seeking a talented Marketing Coordinator to join Chip Mong Land. This position offers competitive salary and benefits in Real Estate.
JOB00475,Hotel Manager,Siem Reap Taxi Service,Hospitality/Tourism,Kampong Speu,Part-time,Entry Level,339,1177,"Video Editing, SQL, HTML/CSS, Photography","Khmer, English, Chinese",Bachelor,2025-09-25,True,We are seeking a talented Hotel Manager to join Siem Reap Taxi Service. This position offers competitive salary and benefits in Hospitality/Tourism.
JOB00476,Video Editor,MYTV,Media/Advertising,Battambang,Part-time,Senior,1349,3266,"Leadership, React, Driving License","Khmer, English, French",High School,2025-12-09,True,We are seeking a talented Video Editor to join MYTV. This position offers competitive salary and benefits in Media/Advertising.
JOB00477,Tour Guide,Raffles Hotel Le Royal,Hospitality/Tourism,Kampong Chhnang,Internship,Executive,2942,8318,"Adobe Photoshop, Video Editing, Data Analysis, HTML/CSS, Microsoft Office","Khmer, English",High School,2025-11-15,True,We are seeking a talented Tour Guide to join Raffles Hotel Le Royal. This position offers competitive salary and benefits in Hospitality/Tourism.
JOB00478,Farm Manager,Confirel Agriculture,Agriculture,Sihanoukville,Part-time,Entry Level,203,992,"Customer Service, SQL, Excel, Adobe Illustrator, Teamwork, PHP",English,Master,2025-12-07,True,We are seeking a talented Farm Manager to join Confirel Agriculture. This position offers competitive salary and benefits in Agriculture.
JOB00479,Relationship Manager,ABA Bank,Banking/Finance,Kampong Speu,Part-time,Executive,2965,5160,"Project Management, Video Editing, Java, SEO",Khmer,High School,2025-09-20,True,We are seeking a talented Relationship Manager to join ABA Bank. This position offers competitive salary and benefits in Banking/Finance.
JOB00480,Admin Assistant,Kantha Bopha Foundation,NGO/Non-Profit,Takeo,Internship,Senior,1037,4496,"Teamwork, Social Media, JavaScript, Leadership, Python, Communication","Khmer, English, French",Bachelor,2025-09-30,True,We are seeking a talented Admin Assistant to join Kantha Bopha Foundation. This position offers competitive salary and benefits in NGO/Non-Profit.
JOB00481,Visual Merchandiser,City Mall,Retail,Kampong Chhnang,Contract,Executive,2239,9053,"Driving License, Python, HTML/CSS, Excel, Adobe Photoshop, React",English,Bachelor,2025-10-14,True,We are seeking a talented Visual Merchandiser to join City Mall. This position offers competitive salary and benefits in Retail.
JOB00482,Medical Assistant,Sunrise Japan Hospital,Healthcare,Kampong Speu,Part-time,Senior,1943,4966,"Adobe Illustrator, Photography, Adobe Photoshop, Chinese, PowerPoint","Khmer, English, French",Diploma,2025-11-03,True,We are seeking a talented Medical Assistant to join Sunrise Japan Hospital. This position offers competitive salary and benefits in Healthcare.
JOB00483,Project Manager,Muhibbah Engineering,Construction,Kampong Chhnang,Internship,Mid Level,604,1520,"Photography, French, Data Analysis","Khmer, English",Diploma,2025-09-29,True,We are seeking a talented Project Manager to join Muhibbah Engineering. This position offers competitive salary and benefits in Construction.
JOB00484,IT Support Specialist,Cambodian Tech Solutions,IT/Software,Sihanoukville,Full-time,Senior,1693,3149,"SEO, Driving License, Node.js","Khmer, English, French",Diploma,2025-11-24,False,We are seeking a talented IT Support Specialist to join Cambodian Tech Solutions. This position offers competitive salary and benefits in IT/Software.
JOB00485,Factory Worker,Bright Sky (Cambodia) Apparel,Manufacturing,Phnom Penh,Contract,Senior,1803,3955,"React, Java, English, Khmer",Khmer,High School,2025-08-31,False,We are seeking a talented Factory Worker to join Bright Sky (Cambodia) Apparel. This position offers competitive salary and benefits in Manufacturing.
JOB00486,Real Estate Agent,Khmer Real Estate,Real Estate,Sihanoukville,Full-time,Entry Level,279,607,"Adobe Photoshop, PowerPoint, Project Management, English","Khmer, English, French",Master,2025-09-07,True,We are seeking a talented Real Estate Agent to join Khmer Real Estate. This position offers competitive salary and benefits in Real Estate.
JOB00487,Auditor,AMK Microfinance,Banking/Finance,Siem Reap,Part-time,Senior,1838,3064,"Photography, Adobe Illustrator, Chinese, Python, Node.js, French",English,Bachelor,2025-11-03,False,We are seeking a talented Auditor to join AMK Microfinance. This position offers competitive salary and benefits in Banking/Finance.
JOB00488,Credit Officer,Canadia Bank,Banking/Finance,Kampong Thom,Part-time,Senior,1732,4199,"Photography, Teamwork, Microsoft Office, Driving License",English,Master,2025-08-17,True,We are seeking a talented Credit Officer to join Canadia Bank. This position offers competitive salary and benefits in Banking/Finance.
JOB00489,Field Supervisor,Soma Group,Agriculture,Phnom Penh,Full-time,Entry Level,263,649,"SEO, Digital Marketing, Video Editing","Khmer, English",Master,2025-12-02,True,We are seeking a talented Field Supervisor to join Soma Group. This position offers competitive salary and benefits in Agriculture.
JOB00490,Marketing Manager,The Phnom Penh Post,Media/Advertising,Prey Veng,Contract,Mid Level,988,1318,"Video Editing, English, SEO, Social Media, Time Management, Excel","Khmer, English, Chinese",Bachelor,2025-12-08,True,We are seeking a talented Marketing Manager to join The Phnom Penh Post. This position offers competitive salary and benefits in Media/Advertising.
JOB00491,Radiologist,Royal Phnom Penh Hospital,Healthcare,Prey Veng,Internship,Executive,2913,6680,"Video Editing, Customer Service, Data Analysis, HTML/CSS, SQL","Khmer, English, French",Bachelor,2025-10-21,True,We are seeking a talented Radiologist to join Royal Phnom Penh Hospital. This position offers competitive salary and benefits in Healthcare.
JOB00492,Doctor,SOS International Clinic,Healthcare,Kampong Cham,Contract,Entry Level,280,1065,"JavaScript, Leadership, Problem Solving, Data Analysis",English,PhD,2025-11-25,True,We are seeking a talented Doctor to join SOS International Clinic. This position offers competitive salary and benefits in Healthcare.
JOB00493,Field Supervisor,Cambodia Rice Federation,Agriculture,Siem Reap,Internship,Senior,1126,2695,"Python, Khmer, SEO, Problem Solving, Teamwork","Khmer, English, Chinese",Bachelor,2025-11-03,False,We are seeking a talented Field Supervisor to join Cambodia Rice Federation. This position offers competitive salary and benefits in Agriculture.
JOB00494,Quantity Surveyor,Thai Boon Roong,Construction,Siem Reap,Contract,Executive,3064,7028,"Adobe Photoshop, Khmer, React, Excel",English,Master,2025-11-29,True,We are seeking a talented Quantity Surveyor to join Thai Boon Roong. This position offers competitive salary and benefits in Construction.
JOB00495,Mobile App Developer,SabaiCode,IT/Software,Siem Reap,Contract,Executive,2439,8654,"Video Editing, Driving License, Microsoft Office, Project Management, Problem Solving, Digital Marketing",English,Master,2025-09-12,True,We are seeking a talented Mobile App Developer to join SabaiCode. This position offers competitive salary and benefits in IT/Software.
JOB00496,Logistics Manager,Cambodia Angkor Air,Transportation,Kampong Speu,Internship,Mid Level,917,1460,"Node.js, Communication, Khmer, Chinese",Khmer,None,2025-11-19,False,We are seeking a talented Logistics Manager to join Cambodia Angkor Air. This position offers competitive salary and benefits in Transportation.
JOB00497,Warehouse Manager,Khmer24,E-commerce,Kampong Thom,Contract,Executive,2225,5990,"Excel, Node.js, Adobe Photoshop","Khmer, English, Chinese",Bachelor,2025-11-01,True,We are seeking a talented Warehouse Manager to join Khmer24. This position offers competitive salary and benefits in E-commerce.
JOB00498,Counselor,Royal University of Phnom Penh,Education,Takeo,Full-time,Mid Level,545,2407,"Project Management, Communication, Accounting, French, Python",Khmer,PhD,2025-10-26,True,We are seeking a talented Counselor to join Royal University of Phnom Penh. This position offers competitive salary and benefits in Education.
JOB00499,Agricultural Technician,Confirel Agriculture,Agriculture,Kampong Chhnang,Internship,Executive,3173,7537,"Adobe Illustrator, Chinese, Microsoft Office, Khmer, English",English,Diploma,2025-08-21,True,We are seeking a talented Agricultural Technician to join Confirel Agriculture. This position offers competitive salary and benefits in Agriculture.
JOB00500,Event Coordinator,Cambodia Angkor Air,Hospitality/Tourism,Kampong Thom,Full-time,Executive,2476,8239,"Time Management, Digital Marketing, SQL, Driving License, HTML/CSS, Social Media",Khmer,PhD,2025-09-20,True,We are seeking a talented Event Coordinator to join Cambodia Angkor Air. This position offers competitive salary and benefits in Hospitality/Tourism.
JOB00501,Radiologist,Calmette Hospital,Healthcare,Prey Veng,Full-time,Entry Level,199,1133,"Chinese, JavaScript, Node.js, Accounting",Khmer,Bachelor,2025-08-31,True,We are seeking a talented Radiologist to join Calmette Hospital. This position offers competitive salary and benefits in Healthcare.
JOB00502,Production Manager,Attwood Cambodia,Manufacturing,Kampong Chhnang,Contract,Executive,2173,9370,"SQL, Problem Solving, Driving License, Python, PowerPoint, Communication","Khmer, English",Master,2025-12-06,False,We are seeking a talented Production Manager to join Attwood Cambodia. This position offers competitive salary and benefits in Manufacturing.
JOB00503,Customer Support Specialist,Komnit Store,E-commerce,Prey Veng,Part-time,Entry Level,179,601,"Excel, Accounting, Leadership, HTML/CSS, Data Analysis",English,None,2025-11-18,True,We are seeking a talented Customer Support Specialist to join Komnit Store. This position offers competitive salary and benefits in E-commerce.
JOB00504,Property Manager,ING City,Real Estate,Kampong Cham,Internship,Entry Level,332,559,"Digital Marketing, Excel, Photography","Khmer, English, Chinese",Bachelor,2025-10-22,True,We are seeking a talented Property Manager to join ING City. This position offers competitive salary and benefits in Real Estate.
JOB00505,Data Analyst,Wing (Cambodia) Limited Specialised Bank,IT/Software,Prey Veng,Internship,Mid Level,904,2241,"Time Management, Java, Digital Marketing",English,PhD,2025-10-18,True,We are seeking a talented Data Analyst to join Wing (Cambodia) Limited Specialised Bank. This position offers competitive salary and benefits in IT/Software.
JOB00506,School Administrator,Royal University of Phnom Penh,Education,Prey Veng,Full-time,Mid Level,419,1751,"Microsoft Office, Data Analysis, Photography, English",Khmer,None,2025-10-06,True,We are seeking a talented School Administrator to join Royal University of Phnom Penh. This position offers competitive salary and benefits in Education.
JOB00507,Social Media Manager,Khmer Times,Media/Advertising,Takeo,Internship,Mid Level,651,2300,"Python, Khmer, Project Management","Khmer, English",High School,2025-12-02,True,We are seeking a talented Social Media Manager to join Khmer Times. This position offers competitive salary and benefits in Media/Advertising.
JOB00508,Cashier,Bayon Market,Retail,Kampong Chhnang,Contract,Executive,2719,6742,"PowerPoint, PHP, Data Analysis",Khmer,Master,2025-09-11,True,We are seeking a talented Cashier to join Bayon Market. This position offers competitive salary and benefits in Retail.
JOB00509,Sales Representative,Kampuchea Tela,Agriculture,Battambang,Contract,Senior,1899,4269,"Leadership, English, Time Management, Problem Solving, Digital Marketing","Khmer, English, Chinese",Diploma,2025-10-12,False,We are seeking a talented Sales Representative to join Kampuchea Tela. This position offers competitive salary and benefits in Agriculture.
JOB00510,Delivery Driver,Khmer24,E-commerce,Kampong Speu,Full-time,Mid Level,402,2446,"Accounting, Photography, French",English,PhD,2025-11-29,True,We are seeking a talented Delivery Driver to join Khmer24. This position offers competitive salary and benefits in E-commerce.
JOB00511,Health Administrator,Khmer-Soviet Friendship Hospital,Healthcare,Kampong Thom,Internship,Executive,3376,6011,"Adobe Illustrator, Accounting, Python, Node.js, Khmer","Khmer, English, Chinese",Diploma,2025-10-14,True,We are seeking a talented Health Administrator to join Khmer-Soviet Friendship Hospital. This position offers competitive salary and benefits in Healthcare.
JOB00512,Production Supervisor,Coca-Cola Cambodia,Manufacturing,Battambang,Full-time,Senior,1696,3965,"Teamwork, French, Adobe Photoshop, SQL, Time Management",English,None,2025-09-10,False,We are seeking a talented Production Supervisor to join Coca-Cola Cambodia. This position offers competitive salary and benefits in Manufacturing.
JOB00513,Quality Control Inspector,Pou Chen Group Cambodia,Manufacturing,Kampong Chhnang,Internship,Executive,2227,7272,"Customer Service, Accounting, PHP, Microsoft Office",Khmer,Diploma,2025-11-06,False,We are seeking a talented Quality Control Inspector to join Pou Chen Group Cambodia. This position offers competitive salary and benefits in Manufacturing.
JOB00514,Sales Representative,Kampuchea Tela,Agriculture,Prey Veng,Contract,Senior,1196,2594,"Python, Chinese, Communication, Digital Marketing, SEO, English",Khmer,Bachelor,2025-10-15,True,We are seeking a talented Sales Representative to join Kampuchea Tela. This position offers competitive salary and benefits in Agriculture.
JOB00515,Customer Service Representative,AEON Mall Cambodia,Retail,Prey Veng,Full-time,Executive,3014,7961,"Java, Time Management, Photography, English","Khmer, English, Chinese",High School,2025-10-20,True,We are seeking a talented Customer Service Representative to join AEON Mall Cambodia. This position offers competitive salary and benefits in Retail.
JOB00516,Warehouse Manager,Khmer24,E-commerce,Takeo,Full-time,Entry Level,338,731,"Customer Service, PowerPoint, SEO, Data Analysis",Khmer,None,2025-09-20,True,We are seeking a talented Warehouse Manager to join Khmer24. This position offers competitive salary and benefits in E-commerce.
JOB00517,UI/UX Designer,BookMeBus,IT/Software,Kampong Thom,Contract,Entry Level,301,1141,"React, Chinese, Problem Solving, SEO",Khmer,Bachelor,2025-10-04,True,We are seeking a talented UI/UX Designer to join BookMeBus. This position offers competitive salary and benefits in IT/Software.
JOB00518,Concierge,Cambodia Angkor Air,Hospitality/Tourism,Kampong Chhnang,Full-time,Entry Level,310,957,"Java, SQL, Adobe Illustrator","Khmer, English, Chinese",None,2025-12-01,True,We are seeking a talented Concierge to join Cambodia Angkor Air. This position offers competitive salary and benefits in Hospitality/Tourism.
JOB00519,DevOps Engineer,Huione Group,IT/Software,Takeo,Full-time,Entry Level,227,1125,"Java, Project Management, Adobe Illustrator",English,High School,2025-09-21,True,We are seeking a talented DevOps Engineer to join Huione Group. This position offers competitive salary and benefits in IT/Software.
JOB00520,Line Leader,Attwood Cambodia,Manufacturing,Kampong Speu,Internship,Entry Level,266,893,"SEO, JavaScript, Khmer","Khmer, English, French",Bachelor,2025-09-25,True,We are seeking a talented Line Leader to join Attwood Cambodia. This position offers competitive salary and benefits in Manufacturing.
JOB00521,Hotel Manager,Sofitel Phnom Penh Phokeethra,Hospitality/Tourism,Kampong Chhnang,Part-time,Entry Level,301,698,"Social Media, Photography, Chinese, English, Accounting","Khmer, English",Diploma,2025-08-29,True,We are seeking a talented Hotel Manager to join Sofitel Phnom Penh Phokeethra. This position offers competitive salary and benefits in Hospitality/Tourism.
JOB00522,IT Support Specialist,Metfone,IT/Software,Kampong Cham,Part-time,Executive,3050,7930,"Chinese, Data Analysis, SEO, Project Management","Khmer, English, Chinese",High School,2025-10-04,False,We are seeking a talented IT Support Specialist to join Metfone. This position offers competitive salary and benefits in IT/Software.
JOB00523,Site Engineer,Thai Boon Roong,Construction,Phnom Penh,Internship,Mid Level,919,2345,"Customer Service, PHP, SEO, Chinese, Khmer","Khmer, English, French",None,2025-10-28,False,We are seeking a talented Site Engineer to join Thai Boon Roong. This position offers competitive salary and benefits in Construction.
JOB00524,Marketing Coordinator,ING City,Real Estate,Sihanoukville,Full-time,Senior,1428,3846,"SQL, Problem Solving, Node.js, Python, Digital Marketing, Khmer","Khmer, English",Master,2025-09-21,True,We are seeking a talented Marketing Coordinator to join ING City. This position offers competitive salary and benefits in Real Estate.
JOB00525,Production Manager,Bright Sky (Cambodia) Apparel,Manufacturing,Battambang,Internship,Senior,1826,4039,"Python, Adobe Photoshop, PHP, Social Media",Khmer,PhD,2025-11-25,True,We are seeking a talented Production Manager to join Bright Sky (Cambodia) Apparel. This position offers competitive salary and benefits in Manufacturing.
JOB00526,Store Manager,Lucky Supermarket,Retail,Battambang,Part-time,Senior,1044,2621,"Accounting, Teamwork, Leadership, SEO, Problem Solving","Khmer, English",Diploma,2025-12-07,True,We are seeking a talented Store Manager to join Lucky Supermarket. This position offers competitive salary and benefits in Retail.
JOB00527,Agronomist,Cambodia Rice Federation,Agriculture,Sihanoukville,Internship,Entry Level,362,1193,"SEO, Communication, Data Analysis",English,Diploma,2025-10-23,True,We are seeking a talented Agronomist to join Cambodia Rice Federation. This position offers competitive salary and benefits in Agriculture.
JOB00528,Safety Officer,Thai Boon Roong,Construction,Siem Reap,Part-time,Executive,3456,5535,"Customer Service, Adobe Illustrator, Adobe Photoshop, Digital Marketing","Khmer, English, French",Master,2025-09-19,True,We are seeking a talented Safety Officer to join Thai Boon Roong. This position offers competitive salary and benefits in Construction.
JOB00529,Data Analyst,Huione Group,IT/Software,Kampong Thom,Part-time,Senior,1808,3108,"Time Management, Microsoft Office, French","Khmer, English",None,2025-11-29,True,We are seeking a talented Data Analyst to join Huione Group. This position offers competitive salary and benefits in IT/Software.
JOB00530,Journalist,MYTV,Media/Advertising,Takeo,Contract,Entry Level,192,1020,"Khmer, HTML/CSS, PowerPoint, Social Media, Accounting, Leadership",English,None,2025-10-07,True,We are seeking a talented Journalist to join MYTV. This position offers competitive salary and benefits in Media/Advertising.
JOB00531,Visual Merchandiser,Bayon Market,Retail,Battambang,Internship,Entry Level,203,724,"Video Editing, Communication, Data Analysis, Driving License",English,PhD,2025-11-19,True,We are seeking a talented Visual Merchandiser to join Bayon Market. This position offers competitive salary and benefits in Retail.
JOB00532,Sales Associate,Bayon Market,Retail,Kampong Speu,Contract,Mid Level,486,1804,"SQL, Khmer, SEO, Driving License",English,Master,2025-10-15,True,We are seeking a talented Sales Associate to join Bayon Market. This position offers competitive salary and benefits in Retail.
JOB00533,Customer Support Specialist,Komnit Store,E-commerce,Sihanoukville,Internship,Senior,1391,2601,"Leadership, PHP, Social Media, HTML/CSS","Khmer, English, Chinese",PhD,2025-10-05,False,We are seeking a talented Customer Support Specialist to join Komnit Store. This position offers competitive salary and benefits in E-commerce.
JOB00534,Architect,China State Construction Engineering Corporation,Construction,Siem Reap,Contract,Mid Level,500,1442,"Customer Service, SEO, Leadership","Khmer, English, Chinese",None,2025-08-27,True,We are seeking a talented Architect to join China State Construction Engineering Corporation. This position offers competitive salary and benefits in Construction.
JOB00535,Line Leader,Coca-Cola Cambodia,Manufacturing,Phnom Penh,Contract,Mid Level,956,1734,"Social Media, Video Editing, Python, Chinese, Excel",English,Diploma,2025-11-10,True,We are seeking a talented Line Leader to join Coca-Cola Cambodia. This position offers competitive salary and benefits in Manufacturing.
JOB00536,Academic Coordinator,Institute of Technology of Cambodia,Education,Kampong Thom,Full-time,Executive,3479,8779,"Customer Service, Driving License, Photography, Communication, English",English,PhD,2025-12-06,True,We are seeking a talented Academic Coordinator to join Institute of Technology of Cambodia. This position offers competitive salary and benefits in Education.
JOB00537,Loan Officer,Sathapana Limited,Banking/Finance,Kampong Speu,Contract,Senior,1965,2539,"Teamwork, Photography, Driving License, Video Editing, Data Analysis","Khmer, English, Chinese",PhD,2025-12-07,False,We are seeking a talented Loan Officer to join Sathapana Limited. This position offers competitive salary and benefits in Banking/Finance.
JOB00538,Content Writer,The Phnom Penh Post,Media/Advertising,Kampong Chhnang,Internship,Mid Level,738,2363,"Communication, Chinese, Customer Service, SQL, Time Management, Khmer","Khmer, English",Master,2025-11-26,True,We are seeking a talented Content Writer to join The Phnom Penh Post. This position offers competitive salary and benefits in Media/Advertising.
JOB00539,Sales Consultant,AEON Mall,Real Estate,Prey Veng,Part-time,Entry Level,193,606,"French, JavaScript, Accounting","Khmer, English",High School,2025-08-15,True,We are seeking a talented Sales Consultant to join AEON Mall. This position offers competitive salary and benefits in Real Estate.
